fsc_adj,chl_adj,pe_adj
"-26723.166666666664",-20260.083333333332,-39449.666666666664
"-35929.166666666664",-14234.083333333332,-42110.666666666664
"-33726.166666666664",-18927.083333333332,-42190.666666666664
"-17854.166666666664",-23316.083333333332,-40276.666666666664
"-18601.166666666664",-10292.083333333332,-30825.666666666664
"-24457.166666666664",-16330.083333333332,-39369.666666666664
"-34654.166666666664",-19818.083333333332,-42004.666666666664
"-39518.166666666664",-19482.083333333332,-40100.666666666664
"-24350.166666666664",-23855.083333333332,-39918.666666666664
"-39363.166666666664",-21924.083333333332,-40414.666666666664
5724.833333333336,20384.916666666668,-33054.666666666664
"-4862.166666666664",10773.916666666668,-38265.666666666664
"-29385.166666666664",-14479.083333333332,-39913.666666666664
"-29209.166666666664",-21418.083333333332,-40574.666666666664
"-35699.166666666664",-15268.083333333332,-39828.666666666664
"-24542.166666666664",-21028.083333333332,-41262.666666666664
"-41305.166666666664",-22138.083333333332,-42073.666666666664
"-33545.166666666664",-22244.083333333332,-40841.666666666664
"-35694.166666666664",-21514.083333333332,-42286.666666666664
"-7486.166666666664",11589.916666666668,-40996.666666666664
1137.8333333333358,9920.916666666668,-40222.666666666664
"-1683.1666666666642",-4612.083333333332,-41172.666666666664
"-25134.166666666664",-16036.083333333332,-42900.666666666664
"-36963.166666666664",-19135.083333333332,-38025.666666666664
"-32611.166666666664",-20548.083333333332,-40628.666666666664
"-28611.166666666664",-22911.083333333332,-39182.666666666664
"-30206.166666666664",-12282.083333333332,-40852.666666666664
"-3326.1666666666642",2005.9166666666679,-39908.666666666664
"-38937.166666666664",-23380.083333333332,-41065.666666666664
"-30649.166666666664",-20927.083333333332,-41721.666666666664
"-35225.166666666664",-17663.083333333332,-37310.666666666664
"-37379.166666666664",-19684.083333333332,-42366.666666666664
"-21721.166666666664",-19951.083333333332,-41273.666666666664
"-217.16666666666424",14992.916666666668,-39374.666666666664
"-745.1666666666642",3936.916666666668,-40260.666666666664
"-30211.166666666664",-23316.083333333332,-39812.666666666664
"-35571.166666666664",-21466.083333333332,-40164.666666666664
"-24830.166666666664",-22042.083333333332,-37630.666666666664
"-36003.166666666664",-24751.083333333332,-43177.666666666664
"-33118.166666666664",-18682.083333333332,-39940.666666666664
"-37038.166666666664",-16623.083333333332,-41038.666666666664
"-23406.166666666664",-18959.083333333332,-41353.666666666664
"-31299.166666666664",-9791.083333333332,-40932.666666666664
"-24825.166666666664",-17194.083333333332,-42206.666666666664
"-28206.166666666664",-20794.083333333332,-41268.666666666664
"-31651.166666666664",-19370.083333333332,-40953.666666666664
"-27347.166666666664",-22698.083333333332,-43044.666666666664
"-25486.166666666664",-17012.083333333332,-38798.666666666664
"-34201.166666666664",-17738.083333333332,-42964.666666666664
"-24702.166666666664",-8655.083333333332,-40030.666666666664
"-2254.1666666666642",10229.916666666668,-41668.666666666664
"-33667.166666666664",-20564.083333333332,-41028.666666666664
"-1571.1666666666642",8261.916666666668,-40708.666666666664
"-34649.166666666664",-16895.083333333332,-40393.666666666664
"-33246.166666666664",-18708.083333333332,-41534.666666666664
"-32281.166666666664",-20948.083333333332,-41913.666666666664
"-38819.166666666664",-15738.083333333332,-42926.666666666664
"-23993.166666666664",-18671.083333333332,-42953.666666666664
"-21550.166666666664",-20799.083333333332,-43886.666666666664
"-37123.166666666664",-20207.083333333332,-40740.666666666664
"-36553.166666666664",-22042.083333333332,-42761.666666666664
"-37977.166666666664",-19023.083333333332,-41028.666666666664
"-34937.166666666664",-15887.083333333332,-40772.666666666664
"-5395.166666666664",4027.916666666668,-41678.666666666664
716.8333333333358,12517.916666666668,-36436.666666666664
"-34457.166666666664",-19807.083333333332,-38004.666666666664
"-34414.166666666664",-16708.083333333332,-43534.666666666664
"-2473.1666666666642",11877.916666666668,-42148.666666666664
"-9374.166666666664",-2516.083333333332,-37492.666666666664
"-17070.166666666664",9584.916666666668,-41092.666666666664
"-22190.166666666664",-21210.083333333332,-40068.666666666664
"-33689.166666666664",-18874.083333333332,-40921.666666666664
"-31977.166666666664",-13183.083333333332,-41833.666666666664
"-28969.166666666664",-17722.083333333332,-41886.666666666664
"-26862.166666666664",-22927.083333333332,-41988.666666666664
"-2910.1666666666642",9333.916666666668,-40350.666666666664
"-38809.166666666664",-18826.083333333332,-42260.666666666664
"-37731.166666666664",-18420.083333333332,-42996.666666666664
"-163.16666666666424",11872.916666666668,-39374.666666666664
"-21657.166666666664",-15647.083333333332,-40345.666666666664
"-33545.166666666664",-22250.083333333332,-41374.666666666664
"-27241.166666666664",-20543.083333333332,-42686.666666666664
"-34867.166666666664",-19114.083333333332,-42564.666666666664
"-1246.1666666666642",11877.916666666668,-38702.666666666664
"-3075.1666666666642",8768.916666666668,-38617.666666666664
7916.833333333336,27493.916666666668,-32852.666666666664
"-32446.166666666664",-16906.083333333332,-40654.666666666664
"-41118.166666666664",-19002.083333333332,-36761.666666666664
"-36713.166666666664",-16330.083333333332,-40820.666666666664
"-31977.166666666664",-20687.083333333332,-37385.666666666664
"-38766.166666666664",-21492.083333333332,-40628.666666666664
"-36355.166666666664",-16031.083333333332,-39849.666666666664
"-33758.166666666664",-24116.083333333332,-44217.666666666664
"-33273.166666666664",-15972.083333333332,-39838.666666666664
"-37790.166666666664",-16895.083333333332,-41337.666666666664
"-30734.166666666664",-17839.083333333332,-40430.666666666664
"-35118.166666666664",-21060.083333333332,-41454.666666666664
"-32718.166666666664",-17354.083333333332,-41129.666666666664
"-30681.166666666664",-21796.083333333332,-41428.666666666664
"-39443.166666666664",-21455.083333333332,-42212.666666666664
"-23438.166666666664",-18767.083333333332,-39369.666666666664
"-4307.166666666664",11408.916666666668,-40649.666666666664
"-31966.166666666664",-17562.083333333332,-43556.666666666664
"-36227.166666666664",-22687.083333333332,-40270.666666666664
"-38003.166666666664",-20426.083333333332,-42580.666666666664
"-25635.166666666664",-20340.083333333332,-44105.666666666664
5233.833333333336,-21220.083333333332,-39385.666666666664
"-23417.166666666664",-19204.083333333332,-41342.666666666664
"-31779.166666666664",-18692.083333333332,-41518.666666666664
5228.833333333336,16123.916666666668,-37529.666666666664
"-31630.166666666664",-16980.083333333332,-40761.666666666664
"-12777.166666666664",-23898.083333333332,-42638.666666666664
"-26238.166666666664",-17327.083333333332,-38484.666666666664
"-574.1666666666642",12325.916666666668,-40217.666666666664
"-33257.166666666664",-21039.083333333332,-42025.666666666664
"-9358.166666666664",-22362.083333333332,-40388.666666666664
"-30489.166666666664",-17652.083333333332,-39486.666666666664
"-38867.166666666664",-17407.083333333332,-41049.666666666664
"-37726.166666666664",-20500.083333333332,-41694.666666666664
"-39966.166666666664",-18420.083333333332,-38548.666666666664
"-31086.166666666664",-18079.083333333332,-40633.666666666664
38.83333333333576,13605.916666666668,-38809.666666666664
"-35673.166666666664",-21892.083333333332,-41438.666666666664
"-29299.166666666664",-19668.083333333332,-40446.666666666664
"-3347.1666666666642",9968.916666666668,-43556.666666666664
"-33406.166666666664",-19594.083333333332,-41876.666666666664
"-3267.1666666666642",5168.916666666668,-42932.666666666664
"-31390.166666666664",-19242.083333333332,-33556.666666666664
"-25134.166666666664",-21674.083333333332,-42430.666666666664
"-16334.166666666664",-2511.083333333332,-41353.666666666664
"-26617.166666666664",-23844.083333333332,-38974.666666666664
"-33011.166666666664",-17919.083333333332,-40964.666666666664
"-39059.166666666664",-20250.083333333332,-42996.666666666664
"-37363.166666666664",-19780.083333333332,-40820.666666666664
"-7683.166666666664",-4031.083333333332,-41780.666666666664
"-28419.166666666664",-19610.083333333332,-41630.666666666664
"-32446.166666666664",-13972.083333333332,-40238.666666666664
"-32302.166666666664",-17658.083333333332,-44217.666666666664
"-35219.166666666664",-16372.083333333332,-41252.666666666664
11649.833333333336,-5578.083333333332,-30857.666666666664
"-19827.166666666664",2597.916666666668,-42452.666666666664
"-36851.166666666664",-15162.083333333332,-43428.666666666664
"-23625.166666666664",-19220.083333333332,-38009.666666666664
"-36003.166666666664",-18175.083333333332,-43252.666666666664
"-23294.166666666664",-13690.083333333332,-39849.666666666664
"-28377.166666666664",-9551.083333333332,-39614.666666666664
"-42377.166666666664",-18319.083333333332,-44126.666666666664
"-830.1666666666642",13285.916666666668,-40841.666666666664
"-3321.1666666666642",12981.916666666668,-38201.666666666664
"-5118.166666666664",1600.9166666666679,-41796.666666666664
"-36185.166666666664",-23252.083333333332,-44217.666666666664
"-32995.166666666664",-16186.083333333332,-41582.666666666664
"-35278.166666666664",-16463.083333333332,-41209.666666666664
"-32713.166666666664",-18362.083333333332,-42025.666666666664
"-40675.166666666664",-20660.083333333332,-40398.666666666664
"-27769.166666666664",-16036.083333333332,-40036.666666666664
"-24697.166666666664",-15146.083333333332,-41780.666666666664
"-13097.166666666664",-11530.083333333332,-28926.666666666664
"-39646.166666666664",-18794.083333333332,-39385.666666666664
"-32787.166666666664",-15508.083333333332,-39897.666666666664
3089.8333333333358,11835.916666666668,-41321.666666666664
"-37113.166666666664",-17194.083333333332,-40617.666666666664
"-29987.166666666664",-22804.083333333332,-41438.666666666664
"-36841.166666666664",-18644.083333333332,-39401.666666666664
"-28345.166666666664",-20378.083333333332,-39486.666666666664
"-24206.166666666664",-21226.083333333332,-40793.666666666664
"-40339.166666666664",-21983.083333333332,-41284.666666666664
"-39385.166666666664",-17487.083333333332,-41598.666666666664
"-30345.166666666664",-22260.083333333332,-40313.666666666664
"-34163.166666666664",-20751.083333333332,-41492.666666666664
"-40446.166666666664",-16148.083333333332,-40804.666666666664
"-21843.166666666664",-19748.083333333332,-41214.666666666664
"-7678.166666666664",4203.916666666668,-40814.666666666664
"-37145.166666666664",-21626.083333333332,-40638.666666666664
"-39929.166666666664",-21444.083333333332,-40868.666666666664
"-22702.166666666664",-23919.083333333332,-39886.666666666664
"-35491.166666666664",-19732.083333333332,-41833.666666666664
"-35577.166666666664",-15140.083333333332,-41902.666666666664
"-34067.166666666664",-21050.083333333332,-40734.666666666664
"-24862.166666666664",-18271.083333333332,-38868.666666666664
"-35235.166666666664",-18783.083333333332,-40585.666666666664
"-35534.166666666664",-21071.083333333332,-41444.666666666664
"-505.16666666666424",12965.916666666668,-38153.666666666664
"-11598.166666666664",-17082.083333333332,-39833.666666666664
"-33235.166666666664",-20431.083333333332,-41854.666666666664
"-38595.166666666664",-15834.083333333332,-41124.666666666664
"-29305.166666666664",-19658.083333333332,-41998.666666666664
"-30969.166666666664",-16602.083333333332,-41257.666666666664
"-38713.166666666664",-21562.083333333332,-40548.666666666664
"-35145.166666666664",-18591.083333333332,-40969.666666666664
"-31737.166666666664",-18367.083333333332,-38665.666666666664
"-34787.166666666664",-21524.083333333332,-40868.666666666664
4092.8333333333358,-17455.083333333332,-41177.666666666664
"-28355.166666666664",-17892.083333333332,-41694.666666666664
"-937.1666666666642",14229.916666666668,-37630.666666666664
"-30307.166666666664",-20751.083333333332,-40478.666666666664
"-34729.166666666664",-18143.083333333332,-40900.666666666664
1324.8333333333358,26421.916666666668,-40980.666666666664
"-34611.166666666664",-16591.083333333332,-41897.666666666664
"-28201.166666666664",-20607.083333333332,-39678.666666666664
"-4435.166666666664",-17780.083333333332,-38430.666666666664
"-39187.166666666664",-20874.083333333332,-40137.666666666664
"-33545.166666666664",-17775.083333333332,-41294.666666666664
"-27651.166666666664",-21567.083333333332,-39977.666666666664
"-25513.166666666664",-13615.083333333332,-39966.666666666664
"-25795.166666666664",-21636.083333333332,-40718.666666666664
"-40537.166666666664",-17727.083333333332,-41065.666666666664
"-7710.166666666664",-21807.083333333332,-42158.666666666664
"-27310.166666666664",-21242.083333333332,-40084.666666666664
"-30195.166666666664",-17444.083333333332,-40052.666666666664
"-16942.166666666664",-21636.083333333332,-41038.666666666664
"-19534.166666666664",-18970.083333333332,-40158.666666666664
"-40233.166666666664",-19786.083333333332,-39172.666666666664
"-29433.166666666664",-16724.083333333332,-41422.666666666664
"-6249.166666666664",6320.916666666668,-39806.666666666664
"-4195.166666666664",-2468.083333333332,-42073.666666666664
"-30137.166666666664",-19082.083333333332,-41097.666666666664
"-36574.166666666664",-20463.083333333332,-43204.666666666664
"-29571.166666666664",-19556.083333333332,-43049.666666666664
"-14350.166666666664",-23498.083333333332,-39017.666666666664
"-24526.166666666664",-21204.083333333332,-37684.666666666664
"-28377.166666666664",-18842.083333333332,-41444.666666666664
"-20211.166666666664",-18804.083333333332,-40441.666666666664
"-37785.166666666664",-18250.083333333332,-44217.666666666664
"-35385.166666666664",-22922.083333333332,-40681.666666666664
"-36755.166666666664",-14271.083333333332,-40857.666666666664
"-3043.1666666666642",4864.916666666668,-39342.666666666664
"-34633.166666666664",-16351.083333333332,-42180.666666666664
"-24798.166666666664",-14858.083333333332,-41748.666666666664
"-30894.166666666664",-19098.083333333332,-42660.666666666664
"-15651.166666666664",-19882.083333333332,-41529.666666666664
"-33347.166666666664",-20714.083333333332,-40900.666666666664
"-39465.166666666664",-18319.083333333332,-41086.666666666664
"-27310.166666666664",-16218.083333333332,-40622.666666666664
"-40099.166666666664",-10687.083333333332,-36633.666666666664
"-26163.166666666664",-23151.083333333332,-41689.666666666664
"-21550.166666666664",-18042.083333333332,-41038.666666666664
"-33881.166666666664",-16916.083333333332,-40910.666666666664
"-38846.166666666664",-18964.083333333332,-43833.666666666664
"-36131.166666666664",-21706.083333333332,-40862.666666666664
"-10857.166666666664",-20116.083333333332,-41870.666666666664
"-36713.166666666664",-17716.083333333332,-40489.666666666664
"-21774.166666666664",-16698.083333333332,-40329.666666666664
"-27571.166666666664",-13610.083333333332,-40201.666666666664
"-25235.166666666664",-7146.083333333332,-41657.666666666664
"-24003.166666666664",-14975.083333333332,-42180.666666666664
"-38579.166666666664",-16175.083333333332,-39348.666666666664
"-3385.1666666666642",5531.916666666668,-40612.666666666664
"-1710.1666666666642",12800.916666666668,-40462.666666666664
3841.8333333333358,23093.916666666668,-38110.666666666664
2001.8333333333358,-13108.083333333332,-34745.666666666664
"-26985.166666666664",-17812.083333333332,-41012.666666666664
"-2526.1666666666642",3915.916666666668,-43086.666666666664
"-38883.166666666664",-21279.083333333332,-40638.666666666664
"-23171.166666666664",-14682.083333333332,-44217.666666666664
"-32809.166666666664",-23194.083333333332,-42612.666666666664
"-32473.166666666664",-15087.083333333332,-40884.666666666664
"-2318.1666666666642",13013.916666666668,-39497.666666666664
"-33465.166666666664",-20932.083333333332,-43790.666666666664
"-19022.166666666664",-17428.083333333332,-41940.666666666664
"-37609.166666666664",-19252.083333333332,-43017.666666666664
"-38179.166666666664",-22511.083333333332,-41529.666666666664
"-28798.166666666664",-12356.083333333332,-37502.666666666664
"-5017.166666666664",949.9166666666679,-41534.666666666664
"-3475.1666666666642",4069.916666666668,-41348.666666666664
3430.8333333333358,-21343.083333333332,-34724.666666666664
"-34462.166666666664",-17300.083333333332,-42009.666666666664
"-22702.166666666664",-14122.083333333332,-37524.666666666664
"-31513.166666666664",-15514.083333333332,-40702.666666666664
"-11769.166666666664",1856.9166666666679,-42372.666666666664
"-25769.166666666664",-21956.083333333332,-40196.666666666664
"-40398.166666666664",-18415.083333333332,-40814.666666666664
"-35614.166666666664",-21791.083333333332,-40222.666666666664
"-22638.166666666664",-16394.083333333332,-37502.666666666664
"-35054.166666666664",-17615.083333333332,-41033.666666666664
"-6041.166666666664",4384.916666666668,-39902.666666666664
"-3257.1666666666642",7243.916666666668,-41198.666666666664
"-21806.166666666664",-16159.083333333332,-39668.666666666664
"-4083.1666666666642",9947.916666666668,-41065.666666666664
"-31177.166666666664",-18175.083333333332,-40948.666666666664
"-29731.166666666664",-20975.083333333332,-38617.666666666664
"-19539.166666666664",-20772.083333333332,-39785.666666666664
"-37166.166666666664",-15978.083333333332,-40153.666666666664
806.8333333333358,11947.916666666668,-41337.666666666664
"-24083.166666666664",-4106.083333333332,-41300.666666666664
"-9582.166666666664",-2250.083333333332,-40334.666666666664
"-34110.166666666664",-17770.083333333332,-41369.666666666664
"-32419.166666666664",-17850.083333333332,-41406.666666666664
"-37598.166666666664",-19716.083333333332,-41017.666666666664
"-37790.166666666664",-18436.083333333332,-41646.666666666664
"-21321.166666666664",-15620.083333333332,-40873.666666666664
"-42025.166666666664",-17434.083333333332,-41614.666666666664
"-39737.166666666664",-23274.083333333332,-43609.666666666664
"-26542.166666666664",-15434.083333333332,-40420.666666666664
"-35171.166666666664",-20788.083333333332,-40905.666666666664
"-32430.166666666664",-18106.083333333332,-42169.666666666664
"-29347.166666666664",-20735.083333333332,-40580.666666666664
"-39827.166666666664",-20527.083333333332,-35849.666666666664
"-39411.166666666664",-16783.083333333332,-40905.666666666664
"-22115.166666666664",-17716.083333333332,-42398.666666666664
"-21465.166666666664",-22826.083333333332,-42820.666666666664
"-2403.1666666666642",14283.916666666668,-36916.666666666664
"-28425.166666666664",-17018.083333333332,-43609.666666666664
"-30771.166666666664",-22810.083333333332,-41476.666666666664
"-38787.166666666664",-15818.083333333332,-40889.666666666664
"-27113.166666666664",-17914.083333333332,-40393.666666666664
"-35950.166666666664",-13844.083333333332,-39033.666666666664
"-29145.166666666664",-23108.083333333332,-41369.666666666664
"-23017.166666666664",-19444.083333333332,-40926.666666666664
"-36265.166666666664",-18404.083333333332,-40654.666666666664
"-25993.166666666664",-18474.083333333332,-40110.666666666664
"-38307.166666666664",-19114.083333333332,-41678.666666666664
"-34275.166666666664",-14959.083333333332,-41129.666666666664
"-30291.166666666664",-20356.083333333332,-41012.666666666664
"-33955.166666666664",-19290.083333333332,-41198.666666666664
"-21587.166666666664",-22164.083333333332,-40281.666666666664
"-39369.166666666664",-18314.083333333332,-40425.666666666664
"-5710.166666666664",-303.0833333333321,-42468.666666666664
"-36345.166666666664",-18543.083333333332,-40660.666666666664
"-3363.1666666666642",9541.916666666668,-41353.666666666664
"-38451.166666666664",-18495.083333333332,-42974.666666666664
"-30867.166666666664",-18506.083333333332,-42041.666666666664
"-30227.166666666664",-19012.083333333332,-41929.666666666664
"-31801.166666666664",-22714.083333333332,-37316.666666666664
"-3827.1666666666642",4165.916666666668,-40756.666666666664
"-31774.166666666664",-15178.083333333332,-40393.666666666664
"-35833.166666666664",-15220.083333333332,-41006.666666666664
"-30014.166666666664",-18954.083333333332,-39689.666666666664
"-27395.166666666664",-19327.083333333332,-41022.666666666664
"-31614.166666666664",-16330.083333333332,-40388.666666666664
"-31886.166666666664",-20212.083333333332,-41737.666666666664
"-36670.166666666664",-21716.083333333332,-43812.666666666664
"-32174.166666666664",-17402.083333333332,-42452.666666666664
"-29278.166666666664",-19796.083333333332,-41620.666666666664
"-33326.166666666664",-11914.083333333332,-43929.666666666664
"-30899.166666666664",-13146.083333333332,-40302.666666666664
"-36195.166666666664",-13252.083333333332,-40820.666666666664
"-33097.166666666664",-15188.083333333332,-39838.666666666664
"-937.1666666666642",14683.916666666668,-40233.666666666664
4124.833333333336,20176.916666666668,-37748.666666666664
"-26078.166666666664",-20847.083333333332,-42510.666666666664
"-33694.166666666664",-22847.083333333332,-42457.666666666664
"-34254.166666666664",-15759.083333333332,-38596.666666666664
"-33043.166666666664",-20879.083333333332,-40393.666666666664
"-29161.166666666664",-23066.083333333332,-41518.666666666664
"-39033.166666666664",-21940.083333333332,-43044.666666666664
"-34249.166666666664",-19988.083333333332,-41476.666666666664
"-34387.166666666664",-22559.083333333332,-41668.666666666664
"-37107.166666666664",-22234.083333333332,-41657.666666666664
"-22249.166666666664",-17786.083333333332,-40793.666666666664
"-32019.166666666664",-22719.083333333332,-39998.666666666664
"-36718.166666666664",-14858.083333333332,-40820.666666666664
"-31822.166666666664",-19316.083333333332,-41342.666666666664
"-19523.166666666664",-19108.083333333332,-38724.666666666664
"-19326.166666666664",-20410.083333333332,-42526.666666666664
"-9993.166666666664",5877.916666666668,-39812.666666666664
"-29075.166666666664",-18271.083333333332,-40830.666666666664
"-26894.166666666664",-23087.083333333332,-39678.666666666664
"-32281.166666666664",-21306.083333333332,-40958.666666666664
"-31358.166666666664",-19919.083333333332,-41193.666666666664
"-24937.166666666664",-16500.083333333332,-41470.666666666664
9980.833333333336,32011.916666666668,-34729.666666666664
"-28873.166666666664",-20367.083333333332,-41044.666666666664
"-37486.166666666664",-21284.083333333332,-41945.666666666664
"-32814.166666666664",-14522.083333333332,-41742.666666666664
"-31507.166666666664",-22650.083333333332,-39401.666666666664
"-21214.166666666664",-24058.083333333332,-40692.666666666664
"-27550.166666666664",-16815.083333333332,-40446.666666666664
"-41422.166666666664",-20580.083333333332,-39630.666666666664
"-36462.166666666664",-18607.083333333332,-40894.666666666664
"-36238.166666666664",-22447.083333333332,-42158.666666666664
"-4174.166666666664",5829.916666666668,-41289.666666666664
"-36515.166666666664",-23935.083333333332,-39940.666666666664
"-29891.166666666664",-17706.083333333332,-40660.666666666664
"-36878.166666666664",-19679.083333333332,-40804.666666666664
"-34905.166666666664",-19178.083333333332,-41449.666666666664
"-35299.166666666664",-20068.083333333332,-40820.666666666664
"-2521.1666666666642",6603.916666666668,-41124.666666666664
"-33427.166666666664",-17674.083333333332,-43508.666666666664
"-28899.166666666664",-19594.083333333332,-38356.666666666664
"-33390.166666666664",-19012.083333333332,-40793.666666666664
2769.8333333333358,14277.916666666668,-41129.666666666664
"-28046.166666666664",-20068.083333333332,-41433.666666666664
"-32969.166666666664",-16484.083333333332,-42057.666666666664
"-36681.166666666664",-20415.083333333332,-38825.666666666664
"-30579.166666666664",-20730.083333333332,-37950.666666666664
"-34067.166666666664",-19162.083333333332,-39822.666666666664
8401.833333333336,23472.916666666668,-30569.666666666664
"-1033.1666666666642",10235.916666666668,-40228.666666666664
"-4777.166666666664",4053.916666666668,-39348.666666666664
"-12729.166666666664",-324.0833333333321,-42041.666666666664
"-17571.166666666664",-15247.083333333332,-40633.666666666664
"-13849.166666666664",-4404.083333333332,-41140.666666666664
"-32819.166666666664",-15972.083333333332,-40558.666666666664
"-1651.1666666666642",8432.916666666668,-42558.666666666664
"-4259.166666666664",8203.916666666668,-40558.666666666664
"-39886.166666666664",-17791.083333333332,-40809.666666666664
"-38691.166666666664",-21044.083333333332,-36985.666666666664
"-38275.166666666664",-20490.083333333332,-41545.666666666664
"-31353.166666666664",-21540.083333333332,-41284.666666666664
"-34921.166666666664",-20239.083333333332,-40356.666666666664
"-28617.166666666664",-20948.083333333332,-39561.666666666664
"-35870.166666666664",-21007.083333333332,-40244.666666666664
"-32905.166666666664",-20234.083333333332,-41236.666666666664
"-32670.166666666664",-17386.083333333332,-39956.666666666664
"-38350.166666666664",-15828.083333333332,-42542.666666666664
"-20233.166666666664",-16218.083333333332,-42014.666666666664
"-22110.166666666664",-21466.083333333332,-39054.666666666664
"-33571.166666666664",-22991.083333333332,-38644.666666666664
"-33529.166666666664",-16591.083333333332,-38857.666666666664
"-36382.166666666664",-16447.083333333332,-41273.666666666664
"-28393.166666666664",-21178.083333333332,-40974.666666666664
"-28366.166666666664",-15839.083333333332,-41790.666666666664
"-25571.166666666664",-21626.083333333332,-40222.666666666664
"-33918.166666666664",-21999.083333333332,-40532.666666666664
"-27849.166666666664",-16804.083333333332,-41081.666666666664
"-32649.166666666664",-16820.083333333332,-38873.666666666664
"-13801.166666666664",-19887.083333333332,-41246.666666666664
"-37614.166666666664",-17807.083333333332,-39502.666666666664
"-40633.166666666664",-17684.083333333332,-40894.666666666664
"-9321.166666666664",981.9166666666679,-40388.666666666664
"-25971.166666666664",-20575.083333333332,-38126.666666666664
"-32601.166666666664",-20079.083333333332,-39876.666666666664
"-30537.166666666664",-17199.083333333332,-41721.666666666664
"-28595.166666666664",-24079.083333333332,-41742.666666666664
"-27161.166666666664",-15412.083333333332,-41657.666666666664
"-38041.166666666664",-20815.083333333332,-40809.666666666664
"-27454.166666666664",-13956.083333333332,-44217.666666666664
"-24195.166666666664",-19012.083333333332,-43289.666666666664
"-3523.1666666666642",4949.916666666668,-42489.666666666664
"-31198.166666666664",-16340.083333333332,-39492.666666666664
"-2926.1666666666642",6437.916666666668,-42089.666666666664
"-27043.166666666664",-22607.083333333332,-41790.666666666664
"-10883.166666666664",4901.916666666668,-41246.666666666664
"-6489.166666666664",4107.916666666668,-42521.666666666664
"-33241.166666666664",-18095.083333333332,-39310.666666666664
"-36195.166666666664",-17866.083333333332,-41305.666666666664
"-36025.166666666664",-16415.083333333332,-40142.666666666664
"-32441.166666666664",-19295.083333333332,-40985.666666666664
"-31411.166666666664",-19327.083333333332,-39598.666666666664
"-20638.166666666664",-13951.083333333332,-41998.666666666664
"-6233.166666666664",624.9166666666679,-39518.666666666664
"-2723.1666666666642",12672.916666666668,-38174.666666666664
"-38062.166666666664",-17354.083333333332,-39806.666666666664
"-38979.166666666664",-15599.083333333332,-40676.666666666664
"-32654.166666666664",-22687.083333333332,-41513.666666666664
"-35219.166666666664",-22266.083333333332,-40878.666666666664
"-27790.166666666664",-18666.083333333332,-42734.666666666664
"-15961.166666666664",-15215.083333333332,-41993.666666666664
"-30889.166666666664",-17476.083333333332,-42276.666666666664
"-30313.166666666664",-17039.083333333332,-40484.666666666664
"-33726.166666666664",-12442.083333333332,-40809.666666666664
"-26686.166666666664",-22703.083333333332,-41828.666666666664
"-3006.1666666666642",5216.916666666668,-37593.666666666664
"-36339.166666666664",-13807.083333333332,-42489.666666666664
"-28675.166666666664",-19615.083333333332,-42804.666666666664
"-35027.166666666664",-16356.083333333332,-41998.666666666664
"-30926.166666666664",-19956.083333333332,-42025.666666666664
"-24686.166666666664",-20292.083333333332,-41620.666666666664
"-37481.166666666664",-22730.083333333332,-39705.666666666664
"-6654.166666666664",-1450.0833333333321,-41486.666666666664
"-3001.1666666666642",5899.916666666668,-41806.666666666664
"-40531.166666666664",-15940.083333333332,-40734.666666666664
"-40238.166666666664",-15423.083333333332,-40777.666666666664
"-21299.166666666664",-22831.083333333332,-41694.666666666664
"-37449.166666666664",-21978.083333333332,-41998.666666666664
"-27518.166666666664",-18874.083333333332,-40270.666666666664
"-37859.166666666664",-11455.083333333332,-35780.666666666664
"-28211.166666666664",-25732.083333333332,-41300.666666666664
"-30153.166666666664",-16346.083333333332,-41950.666666666664
"-35513.166666666664",-21994.083333333332,-42708.666666666664
"-22825.166666666664",-21908.083333333332,-38281.666666666664
"-38761.166666666664",-17919.083333333332,-41614.666666666664
"-19230.166666666664",-22095.083333333332,-39886.666666666664
"-32819.166666666664",-17508.083333333332,-40644.666666666664
"-29299.166666666664",-17807.083333333332,-41705.666666666664
"-30510.166666666664",-22506.083333333332,-41060.666666666664
"-35470.166666666664",-24618.083333333332,-41044.666666666664
"-33347.166666666664",-19562.083333333332,-42718.666666666664
"-24633.166666666664",-18340.083333333332,-42990.666666666664
"-27870.166666666664",-15028.083333333332,-39337.666666666664
"-35955.166666666664",-19135.083333333332,-39492.666666666664
"-33459.166666666664",-18330.083333333332,-41081.666666666664
"-16595.166666666664",-18282.083333333332,-44217.666666666664
"-25251.166666666664",-20351.083333333332,-41972.666666666664
"-41262.166666666664",-21460.083333333332,-43268.666666666664
"-39817.166666666664",-19572.083333333332,-39668.666666666664
"-33171.166666666664",-17999.083333333332,-41540.666666666664
"-4553.166666666664",-20223.083333333332,-40270.666666666664
"-30233.166666666664",-21167.083333333332,-40153.666666666664
"-33401.166666666664",-23588.083333333332,-39833.666666666664
"-32761.166666666664",-20527.083333333332,-39689.666666666664
2070.8333333333358,-21023.083333333332,-38137.666666666664
"-37518.166666666664",-20623.083333333332,-43460.666666666664
"-29625.166666666664",-20911.083333333332,-40516.666666666664
"-36361.166666666664",-19306.083333333332,-41326.666666666664
"-34505.166666666664",-22452.083333333332,-41454.666666666664
"-27507.166666666664",-21748.083333333332,-41657.666666666664
"-441.16666666666424",5547.916666666668,-39748.666666666664
"-2857.1666666666642",11349.916666666668,-42169.666666666664
"-27091.166666666664",-19311.083333333332,-43380.666666666664
