fsc_adj,chl_adj,pe_adj
"-30921.166666666664",-14714.083333333332,-38446.666666666664
"-34697.166666666664",-19583.083333333332,-42761.666666666664
"-1379.1666666666642",8331.916666666668,-39929.666666666664
"-38270.166666666664",-21204.083333333332,-39609.666666666664
"-37113.166666666664",-19247.083333333332,-39817.666666666664
"-41187.166666666664",-20564.083333333332,-42852.666666666664
"-30617.166666666664",-16879.083333333332,-40974.666666666664
"-32286.166666666664",-20047.083333333332,-41225.666666666664
"-31534.166666666664",-20927.083333333332,-43817.666666666664
"-27715.166666666664",-17188.083333333332,-40281.666666666664
"-8339.166666666664",-2431.083333333332,-43902.666666666664
"-2686.1666666666642",7013.916666666668,-40505.666666666664
"-8334.166666666664",4197.916666666668,-40121.666666666664
"-31129.166666666664",-20031.083333333332,-42308.666666666664
"-32569.166666666664",-22063.083333333332,-40638.666666666664
"-27849.166666666664",-19380.083333333332,-41172.666666666664
"-883.1666666666642",17632.916666666668,-36590.666666666664
"-32750.166666666664",-20484.083333333332,-43844.666666666664
"-2366.1666666666642",8960.916666666668,-39380.666666666664
"-36201.166666666664",-15156.083333333332,-42452.666666666664
"-35027.166666666664",-14863.083333333332,-40110.666666666664
"-18019.166666666664",-23615.083333333332,-41076.666666666664
"-5198.166666666664",2789.916666666668,-39929.666666666664
"-26329.166666666664",-21092.083333333332,-40670.666666666664
"-31246.166666666664",-17802.083333333332,-42638.666666666664
337.83333333333576,11333.916666666668,-38798.666666666664
"-23625.166666666664",-17844.083333333332,-40782.666666666664
"-35091.166666666664",-17807.083333333332,-40105.666666666664
"-1011.1666666666642",22949.916666666668,-38798.666666666664
"-29257.166666666664",-20410.083333333332,-41390.666666666664
"-40707.166666666664",-20895.083333333332,-41881.666666666664
"-33971.166666666664",-19306.083333333332,-40212.666666666664
"-37529.166666666664",-18735.083333333332,-40686.666666666664
"-37993.166666666664",-14170.083333333332,-40702.666666666664
"-35022.166666666664",-15818.083333333332,-39604.666666666664
"-6222.166666666664",4240.916666666668,-38249.666666666664
"-32430.166666666664",-16724.083333333332,-41950.666666666664
"-37726.166666666664",-21583.083333333332,-42254.666666666664
"-32425.166666666664",-15823.083333333332,-40953.666666666664
"-21913.166666666664",-19716.083333333332,-39998.666666666664
"-9145.166666666664",2928.916666666668,-40484.666666666664
"-8835.166666666664",-212.08333333333212,-41033.666666666664
"-36734.166666666664",-17663.083333333332,-40814.666666666664
"-27699.166666666664",-19391.083333333332,-42542.666666666664
"-35353.166666666664",-17039.083333333332,-40297.666666666664
"-32697.166666666664",-17252.083333333332,-40820.666666666664
"-39737.166666666664",-16271.083333333332,-41764.666666666664
"-35209.166666666664",-21060.083333333332,-39732.666666666664
"-35241.166666666664",-18303.083333333332,-40564.666666666664
"-30841.166666666664",-20074.083333333332,-40516.666666666664
"-31203.166666666664",-23092.083333333332,-42244.666666666664
"-7433.166666666664",-18426.083333333332,-40516.666666666664
"-28174.166666666664",-14740.083333333332,-41145.666666666664
"-26153.166666666664",-20575.083333333332,-40425.666666666664
"-29817.166666666664",-19818.083333333332,-42916.666666666664
"-6259.166666666664",12309.916666666668,-40756.666666666664
"-25881.166666666664",-15007.083333333332,-43678.666666666664
"-35459.166666666664",-19236.083333333332,-41668.666666666664
"-34073.166666666664",-14826.083333333332,-38617.666666666664
"-26830.166666666664",-16175.083333333332,-44089.666666666664
"-12745.166666666664",-20996.083333333332,-40489.666666666664
"-37177.166666666664",-20020.083333333332,-41945.666666666664
"-36803.166666666664",-18132.083333333332,-40825.666666666664
"-25865.166666666664",-23663.083333333332,-42766.666666666664
"-8254.166666666664",-2383.083333333332,-37742.666666666664
"-35667.166666666664",-19540.083333333332,-40750.666666666664
8060.833333333336,31051.916666666668,-31385.666666666664
"-36579.166666666664",-21642.083333333332,-39748.666666666664
"-20291.166666666664",-17738.083333333332,-41716.666666666664
"-23561.166666666664",-19007.083333333332,-40521.666666666664
"-30430.166666666664",-22452.083333333332,-40542.666666666664
"-31321.166666666664",-25695.083333333332,-40900.666666666664
"-30654.166666666664",-22948.083333333332,-40553.666666666664
"-31438.166666666664",-4090.083333333332,-40836.666666666664
"-31939.166666666664",-15711.083333333332,-40740.666666666664
"-26590.166666666664",-23786.083333333332,-43678.666666666664
"-23966.166666666664",-24212.083333333332,-41844.666666666664
"-28782.166666666664",-18996.083333333332,-42164.666666666664
"-26782.166666666664",-15572.083333333332,-40649.666666666664
"-34627.166666666664",-20575.083333333332,-41604.666666666664
"-35171.166666666664",-21322.083333333332,-39982.666666666664
"-5662.166666666664",4112.916666666668,-41124.666666666664
"-26883.166666666664",-18954.083333333332,-40569.666666666664
"-750.1666666666642",2181.916666666668,-41193.666666666664
"-37865.166666666664",-18132.083333333332,-42222.666666666664
"-974.1666666666642",10965.916666666668,-40724.666666666664
"-23673.166666666664",-21786.083333333332,-41769.666666666664
"-38841.166666666664",-20527.083333333332,-40377.666666666664
"-24931.166666666664",-18383.083333333332,-39486.666666666664
8929.833333333336,24549.916666666668,-38222.666666666664
"-36313.166666666664",-24127.083333333332,-41662.666666666664
"-34483.166666666664",-18628.083333333332,-39950.666666666664
1148.8333333333358,9557.916666666668,-38830.666666666664
"-19299.166666666664",-22196.083333333332,-40910.666666666664
"-34286.166666666664",-21407.083333333332,-40105.666666666664
"-37929.166666666664",-17268.083333333332,-41710.666666666664
"-29385.166666666664",-14106.083333333332,-41620.666666666664
3430.8333333333358,-14890.083333333332,-37972.666666666664
"-30574.166666666664",-21060.083333333332,-40126.666666666664
"-21811.166666666664",-19274.083333333332,-41572.666666666664
"-2169.1666666666642",11701.916666666668,-40484.666666666664
"-41049.166666666664",-18335.083333333332,-41790.666666666664
"-29049.166666666664",-18052.083333333332,-44137.666666666664
"-39507.166666666664",-10879.083333333332,-39641.666666666664
"-22590.166666666664",-17818.083333333332,-42510.666666666664
"-40819.166666666664",-22276.083333333332,-44217.666666666664
"-29203.166666666664",-19146.083333333332,-42084.666666666664
"-34057.166666666664",-20852.083333333332,-42393.666666666664
"-33454.166666666664",-15071.083333333332,-41972.666666666664
"-31171.166666666664",-20644.083333333332,-41342.666666666664
"-34883.166666666664",-15498.083333333332,-39246.666666666664
"-19337.166666666664",-23220.083333333332,-41529.666666666664
"-2590.1666666666642",-22506.083333333332,-41908.666666666664
"-37177.166666666664",-16831.083333333332,-42793.666666666664
"-26979.166666666664",-23658.083333333332,-41641.666666666664
"-23054.166666666664",-18159.083333333332,-40532.666666666664
"-13502.166666666664",-16986.083333333332,-40532.666666666664
"-29715.166666666664",-19647.083333333332,-41449.666666666664
"-32830.166666666664",-22559.083333333332,-39241.666666666664
"-26366.166666666664",-1508.0833333333321,-42084.666666666664
"-39934.166666666664",-20458.083333333332,-43278.666666666664
"-23689.166666666664",-17946.083333333332,-40420.666666666664
"-40899.166666666664",-20372.083333333332,-41492.666666666664
"-36083.166666666664",-18847.083333333332,-39908.666666666664
"-31198.166666666664",-21167.083333333332,-41220.666666666664
"-35619.166666666664",-22442.083333333332,-40638.666666666664
"-809.1666666666642",12603.916666666668,-40014.666666666664
"-21523.166666666664",-20442.083333333332,-41294.666666666664
"-31091.166666666664",-17844.083333333332,-40377.666666666664
"-32942.166666666664",-23967.083333333332,-38500.666666666664
"-38158.166666666664",-14778.083333333332,-41465.666666666664
"-25662.166666666664",-22639.083333333332,-40718.666666666664
"-31961.166666666664",-20143.083333333332,-41529.666666666664
"-21529.166666666664",-20362.083333333332,-42430.666666666664
"-23774.166666666664",-19007.083333333332,-40718.666666666664
"-23459.166666666664",-20852.083333333332,-38910.666666666664
"-20275.166666666664",-13839.083333333332,-42334.666666666664
"-34947.166666666664",-16575.083333333332,-41961.666666666664
"-38745.166666666664",-20367.083333333332,-41966.666666666664
"-27571.166666666664",-17242.083333333332,-42702.666666666664
"-29795.166666666664",-23348.083333333332,-37593.666666666664
"-37043.166666666664",-20383.083333333332,-41673.666666666664
"-33097.166666666664",-22186.083333333332,-44217.666666666664
"-33091.166666666664",-18639.083333333332,-40484.666666666664
"-37566.166666666664",-12852.083333333332,-40526.666666666664
"-31582.166666666664",-22330.083333333332,-40206.666666666664
"-28281.166666666664",-21412.083333333332,-41497.666666666664
"-27358.166666666664",-16383.083333333332,-40788.666666666664
"-2862.1666666666642",-20671.083333333332,-39913.666666666664
1974.8333333333358,16965.916666666668,-37166.666666666664
"-33913.166666666664",-18431.083333333332,-37065.666666666664
"-26249.166666666664",-17716.083333333332,-42446.666666666664
"-21251.166666666664",-20474.083333333332,-38921.666666666664
"-5657.166666666664",11531.916666666668,-43993.666666666664
"-20361.166666666664",-14095.083333333332,-39934.666666666664
"-37033.166666666664",-17807.083333333332,-42638.666666666664
"-34425.166666666664",-20015.083333333332,-41892.666666666664
"-10451.166666666664",-18154.083333333332,-40958.666666666664
"-33566.166666666664",-16335.083333333332,-37348.666666666664
"-28393.166666666664",-17759.083333333332,-42260.666666666664
"-38798.166666666664",-19700.083333333332,-42148.666666666664
"-36611.166666666664",-19364.083333333332,-39897.666666666664
"-40227.166666666664",-17914.083333333332,-40441.666666666664
"-211.16666666666424",13552.916666666668,-42238.666666666664
"-35998.166666666664",-20250.083333333332,-38825.666666666664
"-38147.166666666664",-17636.083333333332,-40756.666666666664
"-10409.166666666664",-21754.083333333332,-37604.666666666664
"-34339.166666666664",-24378.083333333332,-39662.666666666664
"-17513.166666666664",-19354.083333333332,-41396.666666666664
"-37774.166666666664",-17978.083333333332,-42014.666666666664
"-37081.166666666664",-20922.083333333332,-41588.666666666664
"-33358.166666666664",-22735.083333333332,-40020.666666666664
"-23502.166666666664",-23674.083333333332,-42420.666666666664
"-33689.166666666664",-19092.083333333332,-40729.666666666664
"-32297.166666666664",-19759.083333333332,-40414.666666666664
"-36953.166666666664",-16223.083333333332,-41305.666666666664
"-39171.166666666664",-17764.083333333332,-41577.666666666664
"-21854.166666666664",-474.0833333333321,-40638.666666666664
"-24499.166666666664",-16042.083333333332,-41465.666666666664
"-34766.166666666664",-18650.083333333332,-38601.666666666664
"-25918.166666666664",-13967.083333333332,-40537.666666666664
"-30825.166666666664",-20244.083333333332,-41737.666666666664
"-26515.166666666664",-20911.083333333332,-39006.666666666664
"-3454.1666666666642",9739.916666666668,-40702.666666666664
"-41561.166666666664",-21583.083333333332,-41481.666666666664
"-37491.166666666664",-24399.083333333332,-37433.666666666664
"-12846.166666666664",181.91666666666788,-37118.666666666664
"-21374.166666666664",-16298.083333333332,-41188.666666666664
"-30563.166666666664",-17476.083333333332,-41236.666666666664
"-26510.166666666664",-22100.083333333332,-40772.666666666664
"-33689.166666666664",-16879.083333333332,-38969.666666666664
"-35358.166666666664",-19898.083333333332,-40729.666666666664
"-4019.1666666666642",5760.916666666668,-40638.666666666664
"-21438.166666666664",-17791.083333333332,-41257.666666666664
"-35603.166666666664",-16186.083333333332,-40366.666666666664
"-3342.1666666666642",-22260.083333333332,-42308.666666666664
"-25017.166666666664",-16154.083333333332,-39721.666666666664
"-3033.1666666666642",-17364.083333333332,-40500.666666666664
"-4750.166666666664",11275.916666666668,-40004.666666666664
"-35091.166666666664",-15220.083333333332,-41444.666666666664
"-23571.166666666664",-18740.083333333332,-40996.666666666664
"-37961.166666666664",-19119.083333333332,-40830.666666666664
"-35742.166666666664",-14906.083333333332,-39614.666666666664
"-35097.166666666664",-14292.083333333332,-38068.666666666664
5020.833333333336,15056.916666666668,-37705.666666666664
"-20009.166666666664",-11780.083333333332,-43684.666666666664
"-2430.1666666666642",-15012.083333333332,-39358.666666666664
"-28142.166666666664",-19466.083333333332,-40697.666666666664
"-22553.166666666664",-11802.083333333332,-37422.666666666664
"-34062.166666666664",-24036.083333333332,-41561.666666666664
"-22147.166666666664",-15786.083333333332,-39876.666666666664
"-38451.166666666664",-19524.083333333332,-41006.666666666664
5836.833333333336,22197.916666666668,-37289.666666666664
"-39598.166666666664",-15124.083333333332,-41284.666666666664
"-27982.166666666664",-21946.083333333332,-41748.666666666664
"-32777.166666666664",-17508.083333333332,-40404.666666666664
"-41075.166666666664",-20687.083333333332,-41097.666666666664
"-34691.166666666664",-18410.083333333332,-41678.666666666664
"-26627.166666666664",-20036.083333333332,-40324.666666666664
"-34489.166666666664",-21460.083333333332,-40153.666666666664
"-5209.166666666664",2901.916666666668,-40926.666666666664
"-36179.166666666664",-14031.083333333332,-42809.666666666664
"-35054.166666666664",-15412.083333333332,-37097.666666666664
"-36414.166666666664",-17743.083333333332,-43134.666666666664
"-36857.166666666664",-16863.083333333332,-41118.666666666664
"-27955.166666666664",-18458.083333333332,-39230.666666666664
"-1673.1666666666642",12309.916666666668,-40350.666666666664
"-36270.166666666664",-15572.083333333332,-37732.666666666664
"-28382.166666666664",-16666.083333333332,-38793.666666666664
"-33145.166666666664",-20943.083333333332,-40665.666666666664
"-38419.166666666664",-19604.083333333332,-43044.666666666664
"-31555.166666666664",-17674.083333333332,-39577.666666666664
"-18985.166666666664",-20948.083333333332,-41278.666666666664
"-34291.166666666664",-21172.083333333332,-41156.666666666664
"-39401.166666666664",-22463.083333333332,-38766.666666666664
"-30787.166666666664",-20666.083333333332,-40361.666666666664
"-29641.166666666664",-18639.083333333332,-41236.666666666664
"-34297.166666666664",-18820.083333333332,-41721.666666666664
"-8585.166666666664",-1140.0833333333321,-41513.666666666664
572.8333333333358,8581.916666666668,-39470.666666666664
"-34329.166666666664",-18250.083333333332,-41065.666666666664
"-36526.166666666664",-17924.083333333332,-39902.666666666664
"-24211.166666666664",-20676.083333333332,-38569.666666666664
"-33070.166666666664",-21162.083333333332,-42084.666666666664
"-36814.166666666664",-15775.083333333332,-40014.666666666664
"-36606.166666666664",-22378.083333333332,-40078.666666666664
"-32126.166666666664",-18042.083333333332,-39310.666666666664
"-8478.166666666664",923.9166666666679,-40958.666666666664
"-17609.166666666664",-13919.083333333332,-40324.666666666664
"-4921.166666666664",1685.9166666666679,-42676.666666666664
"-41443.166666666664",-21684.083333333332,-40484.666666666664
"-28883.166666666664",112.91666666666788,-41662.666666666664
"-18729.166666666664",-16943.083333333332,-42932.666666666664
"-33203.166666666664",-21007.083333333332,-38297.666666666664
"-34270.166666666664",-20756.083333333332,-40750.666666666664
"-22051.166666666664",-17588.083333333332,-41193.666666666664
"-35806.166666666664",-21759.083333333332,-40228.666666666664
"-5049.166666666664",6496.916666666668,-37833.666666666664
"-37497.166666666664",-19524.083333333332,-41860.666666666664
"-35406.166666666664",-22628.083333333332,-40446.666666666664
"-39043.166666666664",-14591.083333333332,-41161.666666666664
"-38606.166666666664",-20586.083333333332,-39934.666666666664
"-33081.166666666664",-20495.083333333332,-37886.666666666664
2844.8333333333358,11301.916666666668,-38974.666666666664
"-27299.166666666664",-19935.083333333332,-35374.666666666664
"-35321.166666666664",-15956.083333333332,-38686.666666666664
"-32339.166666666664",-19908.083333333332,-40841.666666666664
"-27203.166666666664",-17498.083333333332,-42862.666666666664
"-33955.166666666664",-18436.083333333332,-41177.666666666664
"-3006.1666666666642",9221.916666666668,-40862.666666666664
"-37939.166666666664",-17183.083333333332,-41748.666666666664
"-36435.166666666664",-22212.083333333332,-41012.666666666664
"-34062.166666666664",-22575.083333333332,-43764.666666666664
977.8333333333358,14069.916666666668,-42329.666666666664
"-39966.166666666664",-18868.083333333332,-37950.666666666664
"-37795.166666666664",-18340.083333333332,-40318.666666666664
"-32942.166666666664",-15023.083333333332,-41806.666666666664
"-2323.1666666666642",6437.916666666668,-39177.666666666664
"-12942.166666666664",-21092.083333333332,-40644.666666666664
"-13379.166666666664",-10207.083333333332,-31417.666666666664
"-32009.166666666664",-17082.083333333332,-40612.666666666664
2193.8333333333358,12592.916666666668,-40036.666666666664
"-31001.166666666664",-17242.083333333332,-39854.666666666664
"-4793.166666666664",10053.916666666668,-37529.666666666664
"-38179.166666666664",-18452.083333333332,-40814.666666666664
"-38553.166666666664",-14847.083333333332,-38718.666666666664
"-27955.166666666664",-23615.083333333332,-40558.666666666664
"-19262.166666666664",-19684.083333333332,-42089.666666666664
"-12446.166666666664",-4986.083333333332,-33657.666666666664
"-21129.166666666664",-20404.083333333332,-40169.666666666664
"-30643.166666666664",-17204.083333333332,-40324.666666666664
"-38494.166666666664",-16666.083333333332,-41022.666666666664
"-27081.166666666664",-16170.083333333332,-40308.666666666664
"-31811.166666666664",-23311.083333333332,-40558.666666666664
"-38185.166666666664",-19978.083333333332,-39582.666666666664
"-35235.166666666664",-18948.083333333332,-40980.666666666664
"-23155.166666666664",-19343.083333333332,-40180.666666666664
"-2185.1666666666642",7445.916666666668,-36606.666666666664
"-31710.166666666664",-21204.083333333332,-40718.666666666664
"-31571.166666666664",-21375.083333333332,-40196.666666666664
"-21225.166666666664",-21316.083333333332,-40638.666666666664
"-5273.166666666664",5829.916666666668,-40521.666666666664
"-30201.166666666664",-18788.083333333332,-39534.666666666664
"-32275.166666666664",-11279.083333333332,-40254.666666666664
"-35555.166666666664",-15396.083333333332,-41438.666666666664
"-27283.166666666664",-22143.083333333332,-42270.666666666664
"-2803.1666666666642",4896.916666666668,-35833.666666666664
"-31769.166666666664",-14932.083333333332,-40788.666666666664
"-35502.166666666664",-16319.083333333332,-42382.666666666664
"-28361.166666666664",-17540.083333333332,-42398.666666666664
"-7651.166666666664",7760.916666666668,-38948.666666666664
"-38857.166666666664",-19146.083333333332,-42622.666666666664
"-579.1666666666642",11979.916666666668,-39060.666666666664
"-27235.166666666664",-22516.083333333332,-44217.666666666664
"-34862.166666666664",-23343.083333333332,-41108.666666666664
"-39721.166666666664",-21679.083333333332,-41796.666666666664
"-33299.166666666664",-20340.083333333332,-41908.666666666664
"-2126.1666666666642",12261.916666666668,-39406.666666666664
"-40883.166666666664",-22351.083333333332,-41582.666666666664
"-35390.166666666664",-18340.083333333332,-40734.666666666664
"-39118.166666666664",-19487.083333333332,-40334.666666666664
"-19038.166666666664",-14671.083333333332,-38617.666666666664
"-30691.166666666664",-20634.083333333332,-41033.666666666664
1537.8333333333358,12048.916666666668,-41188.666666666664
"-38222.166666666664",-22922.083333333332,-40036.666666666664
"-31934.166666666664",-23279.083333333332,-40276.666666666664
"-35513.166666666664",-17215.083333333332,-35134.666666666664
"-1262.1666666666642",12299.916666666668,-42713.666666666664
"-30889.166666666664",-19236.083333333332,-41209.666666666664
"-26819.166666666664",-16047.083333333332,-40772.666666666664
"-16281.166666666664",6907.916666666668,-41460.666666666664
"-35902.166666666664",-18522.083333333332,-41364.666666666664
"-32649.166666666664",-20692.083333333332,-41588.666666666664
"-32819.166666666664",-23887.083333333332,-41177.666666666664
"-12755.166666666664",-15332.083333333332,-41092.666666666664
"-409.16666666666424",12715.916666666668,-37801.666666666664
"-36350.166666666664",-15300.083333333332,-37577.666666666664
"-32366.166666666664",-13876.083333333332,-40654.666666666664
"-21177.166666666664",-22074.083333333332,-41422.666666666664
"-35086.166666666664",-20666.083333333332,-41801.666666666664
"-27465.166666666664",-18879.083333333332,-36190.666666666664
"-25198.166666666664",-20148.083333333332,-41566.666666666664
"-35027.166666666664",-21402.083333333332,-42537.666666666664
"-3379.1666666666642",3440.916666666668,-33934.666666666664
"-20990.166666666664",-6948.083333333332,-40505.666666666664
"-25001.166666666664",-22959.083333333332,-40804.666666666664
"-27523.166666666664",-17076.083333333332,-40804.666666666664
"-16462.166666666664",-19332.083333333332,-41316.666666666664
"-28323.166666666664",-21114.083333333332,-41620.666666666664
"-30105.166666666664",-21114.083333333332,-38734.666666666664
"-9817.166666666664",-17226.083333333332,-34484.666666666664
"-32958.166666666664",-13978.083333333332,-20884.666666666664
3398.8333333333358,16347.916666666668,-39913.666666666664
"-2899.1666666666642",-24660.083333333332,-40889.666666666664
"-34814.166666666664",-18719.083333333332,-41209.666666666664
"-37603.166666666664",-20900.083333333332,-40681.666666666664
"-32505.166666666664",-20559.083333333332,-38905.666666666664
1542.8333333333358,17040.916666666668,-38841.666666666664
"-782.1666666666642",11520.916666666668,-39940.666666666664
"-37790.166666666664",-18703.083333333332,-42052.666666666664
"-34110.166666666664",-16511.083333333332,-39924.666666666664
"-23459.166666666664",-19498.083333333332,-40873.666666666664
"-36078.166666666664",-18884.083333333332,-41860.666666666664
"-33897.166666666664",-19060.083333333332,-42873.666666666664
"-27182.166666666664",-19018.083333333332,-39316.666666666664
"-36334.166666666664",-18650.083333333332,-40670.666666666664
"-34563.166666666664",-19140.083333333332,-44217.666666666664
"-28825.166666666664",-22015.083333333332,-39412.666666666664
"-32969.166666666664",-20970.083333333332,-40788.666666666664
"-36025.166666666664",-17172.083333333332,-41945.666666666664
"-35134.166666666664",-19498.083333333332,-39129.666666666664
"-23417.166666666664",-22900.083333333332,-40969.666666666664
"-19203.166666666664",-20074.083333333332,-40222.666666666664
"-35577.166666666664",-14084.083333333332,-40692.666666666664
"-35966.166666666664",-17252.083333333332,-40921.666666666664
"-38345.166666666664",-18863.083333333332,-39102.666666666664
"-25107.166666666664",-17935.083333333332,-41454.666666666664
"-36814.166666666664",-18778.083333333332,-40910.666666666664
"-29550.166666666664",-14906.083333333332,-40052.666666666664
"-33955.166666666664",-20980.083333333332,-41982.666666666664
"-38483.166666666664",-22756.083333333332,-40361.666666666664
"-18307.166666666664",3040.916666666668,-44217.666666666664
"-1715.1666666666642",14437.916666666668,-40617.666666666664
"-36595.166666666664",-20474.083333333332,-42260.666666666664
"-33081.166666666664",-19828.083333333332,-37940.666666666664
"-4147.166666666664",5045.916666666668,-36756.666666666664
"-39726.166666666664",-15492.083333333332,-41406.666666666664
"-19513.166666666664",-19258.083333333332,-41102.666666666664
"-37998.166666666664",-19082.083333333332,-37700.666666666664
"-2211.1666666666642",-6415.083333333332,-42276.666666666664
"-20553.166666666664",-19700.083333333332,-41641.666666666664
"-27587.166666666664",-19082.083333333332,-41070.666666666664
"-34766.166666666664",-21156.083333333332,-41454.666666666664
"-32233.166666666664",-23802.083333333332,-39294.666666666664
"-35902.166666666664",-23940.083333333332,-38708.666666666664
"-33561.166666666664",-16196.083333333332,-42916.666666666664
"-35006.166666666664",-25380.083333333332,-41790.666666666664
"-36179.166666666664",-20666.083333333332,-41460.666666666664
"-20851.166666666664",-21204.083333333332,-41556.666666666664
"-28014.166666666664",-20948.083333333332,-41492.666666666664
"-32403.166666666664",-20351.083333333332,-39652.666666666664
"-37321.166666666664",-19860.083333333332,-39822.666666666664
"-39454.166666666664",-17631.083333333332,-41513.666666666664
"-31934.166666666664",-16586.083333333332,-42078.666666666664
"-20227.166666666664",-20570.083333333332,-40601.666666666664
"-39897.166666666664",-20666.083333333332,-41732.666666666664
"-31662.166666666664",-22207.083333333332,-41246.666666666664
"-29790.166666666664",-22719.083333333332,-41225.666666666664
"-29353.166666666664",-19338.083333333332,-41220.666666666664
"-28217.166666666664",-20810.083333333332,-39732.666666666664
"-33945.166666666664",-19972.083333333332,-40537.666666666664
"-1529.1666666666642",12699.916666666668,-39188.666666666664
"-34985.166666666664",-17887.083333333332,-40777.666666666664
"-34185.166666666664",-18564.083333333332,-42452.666666666664
"-6089.166666666664",-3620.083333333332,-42425.666666666664
"-27811.166666666664",-19114.083333333332,-41918.666666666664
"-35145.166666666664",-15498.083333333332,-40334.666666666664
"-34019.166666666664",-16052.083333333332,-43316.666666666664
"-37875.166666666664",-24602.083333333332,-40676.666666666664
"-28830.166666666664",-21578.083333333332,-40105.666666666664
"-29497.166666666664",-20639.083333333332,-39764.666666666664
"-37145.166666666664",-14474.083333333332,-41524.666666666664
"-37262.166666666664",-19418.083333333332,-41353.666666666664
"-28089.166666666664",-22010.083333333332,-39054.666666666664
"-2835.1666666666642",13728.916666666668,-42068.666666666664
"-37774.166666666664",-20463.083333333332,-40398.666666666664
"-36675.166666666664",-20767.083333333332,-40473.666666666664
"-30174.166666666664",-17012.083333333332,-41033.666666666664
"-34974.166666666664",-15791.083333333332,-39998.666666666664
"-10681.166666666664",1563.9166666666679,-40484.666666666664
"-26185.166666666664",-1450.0833333333321,-40404.666666666664
"-24339.166666666664",-23364.083333333332,-41289.666666666664
"-20499.166666666664",-21492.083333333332,-42388.666666666664
"-34195.166666666664",-19882.083333333332,-40900.666666666664
"-37107.166666666664",-22559.083333333332,-40356.666666666664
"-25107.166666666664",-18911.083333333332,-42628.666666666664
"-29454.166666666664",-13583.083333333332,-39737.666666666664
"-37278.166666666664",-15556.083333333332,-42212.666666666664
"-34425.166666666664",-14730.083333333332,-41620.666666666664
"-37059.166666666664",-19087.083333333332,-40729.666666666664
"-2083.1666666666642",13509.916666666668,-39481.666666666664
"-40345.166666666664",-18692.083333333332,-40830.666666666664
"-26009.166666666664",-17647.083333333332,-41092.666666666664
"-32766.166666666664",-16794.083333333332,-42462.666666666664
"-20643.166666666664",-18287.083333333332,-40430.666666666664
"-32649.166666666664",-23439.083333333332,-41870.666666666664
"-34617.166666666664",-21951.083333333332,-41892.666666666664
"-35171.166666666664",-15119.083333333332,-41406.666666666664
"-31987.166666666664",-19220.083333333332,-40686.666666666664
"-38446.166666666664",-16186.083333333332,-37908.666666666664
"-36435.166666666664",-20154.083333333332,-41737.666666666664
"-32617.166666666664",-21786.083333333332,-41444.666666666664
"-23198.166666666664",-19370.083333333332,-41028.666666666664
"-32969.166666666664",-22911.083333333332,-42382.666666666664
"-35763.166666666664",-19876.083333333332,-42116.666666666664
353.83333333333576,9365.916666666668,-40185.666666666664
"-37827.166666666664",-16314.083333333332,-41881.666666666664
"-1795.1666666666642",8709.916666666668,-40537.666666666664
"-35939.166666666664",-17071.083333333332,-40793.666666666664
"-31923.166666666664",-20634.083333333332,-42974.666666666664
"-7001.166666666664",-15908.083333333332,-38254.666666666664
"-31678.166666666664",-21263.083333333332,-41076.666666666664
"-32505.166666666664",-16591.083333333332,-41337.666666666664
"-29155.166666666664",-13524.083333333332,-42884.666666666664
"-21001.166666666664",-16580.083333333332,-40201.666666666664
"-15321.166666666664",-18938.083333333332,-39956.666666666664
"-24681.166666666664",-21327.083333333332,-39737.666666666664
"-40046.166666666664",-20916.083333333332,-43588.666666666664
"-25187.166666666664",-23940.083333333332,-41140.666666666664
"-13134.166666666664",-18623.083333333332,-42372.666666666664
"-35321.166666666664",-17450.083333333332,-40713.666666666664
"-27027.166666666664",-18276.083333333332,-37796.666666666664
"-42313.166666666664",-23364.083333333332,-39166.666666666664
"-25870.166666666664",-16218.083333333332,-41716.666666666664
11846.833333333336,347.9166666666679,-31838.666666666664
"-19545.166666666664",-19775.083333333332,-41572.666666666664
"-34153.166666666664",-14324.083333333332,-40126.666666666664
"-22819.166666666664",-21935.083333333332,-40292.666666666664
1420.8333333333358,12080.916666666668,-41113.666666666664
"-27934.166666666664",-19476.083333333332,-41193.666666666664
"-26926.166666666664",-16031.083333333332,-41390.666666666664
"-30798.166666666664",-16244.083333333332,-41092.666666666664
"-31422.166666666664",-14671.083333333332,-41236.666666666664
"-38985.166666666664",-15882.083333333332,-41785.666666666664
"-27235.166666666664",-15764.083333333332,-42526.666666666664
"-32510.166666666664",-21679.083333333332,-41033.666666666664
"-30553.166666666664",-12938.083333333332,-39945.666666666664
"-31321.166666666664",-18927.083333333332,-40702.666666666664
"-14435.166666666664",-2687.083333333332,-41945.666666666664
"-26467.166666666664",-21732.083333333332,-40814.666666666664
"-10665.166666666664",224.91666666666788,-40078.666666666664
"-24643.166666666664",-23092.083333333332,-39897.666666666664
"-33294.166666666664",-22223.083333333332,-39444.666666666664
"-1017.1666666666642",7392.916666666668,-38377.666666666664
"-7785.166666666664",4725.916666666668,-38969.666666666664
"-30649.166666666664",-18948.083333333332,-42628.666666666664
"-28734.166666666664",-17439.083333333332,-42894.666666666664
"-20894.166666666664",-17898.083333333332,-40740.666666666664
"-28051.166666666664",-19583.083333333332,-41268.666666666664
"-2857.1666666666642",9093.916666666668,-40057.666666666664
"-6617.166666666664",9003.916666666668,-39332.666666666664
